mitre_attack_id,mitre_attack_name,mitre_attack_aliases,mitre_attack_created,mitre_attack_last_modified,etda_id,etda_name,etda_aliases,etda_first_seen,country,motivation,victim_industry,victim_countries,mitre_attack_ttps
intrusion-set--dc5e2999-ca1a-47d4-8d12-a6984b138a1b,UNC2452,"['UNC2452', 'NOBELIUM', 'StellarParticle', 'Dark Halo']",2021-01-05,2021-05-04,93ba9804-335e-4782-855d-40af22b93201,"APT 29, Cozy Bear, The Dukes","['APT 29', 'Cozy Bear', 'The Dukes', 'Group 100', 'Yttrium', 'Iron Hemlock', 'Minidionis', 'CloudLook', 'ATK 7', 'ITG11', 'Grizzly Steppe', 'UNC2452', 'Dark Halo', 'SolarStorm', 'StellarParticle', 'Nobelium', 'Iron Ritual', 'Operation “Ghost”', 'Operation “Office monkeys”', 'Operation “StellarParticle”']",2008,RU,['Information theft and espionage'],Defense,"['Australia', 'Azerbaijan', 'Belarus', 'Belgium', 'Brazil', 'Bulgaria', 'Canada', 'Chechnya', 'China', 'Cyprus', 'Czech', 'France', 'Georgia', 'Germany', 'Hungary', 'India', 'Ireland', 'Israel', 'Japan', 'Kazakhstan', 'Kyrgyzstan', 'Latvia', 'Lebanon', 'Lithuania', 'Luxembourg', 'Mexico', 'Montenegro', 'Netherlands', 'New Zealand', 'Poland', 'Portugal', 'Romania', 'Russia', 'Slovakia', 'Slovenia', 'Spain', 'South Korea', 'Turkey', 'Uganda', 'UK', 'Ukraine', 'USA', 'Uzbekistan', 'NATO']","['T1484.002', 'T1071.001', 'T1053.005', 'T1036', 'T1584.001', 'T1195.002', 'T1606.001', 'T1016.001', 'T1105', 'T1114.002', 'T1070.004', 'T1069', 'T1082', 'T1074.002', 'T1190', 'T1552.004', 'T1482', 'T1003.006', 'T1140', 'T1558.003', 'T1568', 'T1562.002', 'T1059.001', 'T1560.001', 'T1562.004', 'T1021.006', 'T1562.001', 'T1036.005', 'T1059.003', 'T1587.001', 'T1048.002', 'T1098.002', 'T1550.004', 'T1133', 'T1070.006', 'T1098.001', 'T1583.001', 'T1018', 'T1027', 'T1036.004', 'T1606.002', 'T1553.002', 'T1087', 'T1218.011', 'T1057', 'T1047', 'T1078', 'T1546.003', 'T1070', 'T1005', 'T1090.001', 'T1555', 'T1083', 'T1550']"
intrusion-set--dc5e2999-ca1a-47d4-8d12-a6984b138a1b,UNC2452,"['UNC2452', 'NOBELIUM', 'StellarParticle', 'Dark Halo']",2021-01-05,2021-05-04,93ba9804-335e-4782-855d-40af22b93201,"APT 29, Cozy Bear, The Dukes","['APT 29', 'Cozy Bear', 'The Dukes', 'Group 100', 'Yttrium', 'Iron Hemlock', 'Minidionis', 'CloudLook', 'ATK 7', 'ITG11', 'Grizzly Steppe', 'UNC2452', 'Dark Halo', 'SolarStorm', 'StellarParticle', 'Nobelium', 'Iron Ritual', 'Operation “Ghost”', 'Operation “Office monkeys”', 'Operation “StellarParticle”']",2008,RU,['Information theft and espionage'],Energy,"['Australia', 'Azerbaijan', 'Belarus', 'Belgium', 'Brazil', 'Bulgaria', 'Canada', 'Chechnya', 'China', 'Cyprus', 'Czech', 'France', 'Georgia', 'Germany', 'Hungary', 'India', 'Ireland', 'Israel', 'Japan', 'Kazakhstan', 'Kyrgyzstan', 'Latvia', 'Lebanon', 'Lithuania', 'Luxembourg', 'Mexico', 'Montenegro', 'Netherlands', 'New Zealand', 'Poland', 'Portugal', 'Romania', 'Russia', 'Slovakia', 'Slovenia', 'Spain', 'South Korea', 'Turkey', 'Uganda', 'UK', 'Ukraine', 'USA', 'Uzbekistan', 'NATO']","['T1484.002', 'T1071.001', 'T1053.005', 'T1036', 'T1584.001', 'T1195.002', 'T1606.001', 'T1016.001', 'T1105', 'T1114.002', 'T1070.004', 'T1069', 'T1082', 'T1074.002', 'T1190', 'T1552.004', 'T1482', 'T1003.006', 'T1140', 'T1558.003', 'T1568', 'T1562.002', 'T1059.001', 'T1560.001', 'T1562.004', 'T1021.006', 'T1562.001', 'T1036.005', 'T1059.003', 'T1587.001', 'T1048.002', 'T1098.002', 'T1550.004', 'T1133', 'T1070.006', 'T1098.001', 'T1583.001', 'T1018', 'T1027', 'T1036.004', 'T1606.002', 'T1553.002', 'T1087', 'T1218.011', 'T1057', 'T1047', 'T1078', 'T1546.003', 'T1070', 'T1005', 'T1090.001', 'T1555', 'T1083', 'T1550']"
intrusion-set--dc5e2999-ca1a-47d4-8d12-a6984b138a1b,UNC2452,"['UNC2452', 'NOBELIUM', 'StellarParticle', 'Dark Halo']",2021-01-05,2021-05-04,93ba9804-335e-4782-855d-40af22b93201,"APT 29, Cozy Bear, The Dukes","['APT 29', 'Cozy Bear', 'The Dukes', 'Group 100', 'Yttrium', 'Iron Hemlock', 'Minidionis', 'CloudLook', 'ATK 7', 'ITG11', 'Grizzly Steppe', 'UNC2452', 'Dark Halo', 'SolarStorm', 'StellarParticle', 'Nobelium', 'Iron Ritual', 'Operation “Ghost”', 'Operation “Office monkeys”', 'Operation “StellarParticle”']",2008,RU,['Information theft and espionage'],Government,"['Australia', 'Azerbaijan', 'Belarus', 'Belgium', 'Brazil', 'Bulgaria', 'Canada', 'Chechnya', 'China', 'Cyprus', 'Czech', 'France', 'Georgia', 'Germany', 'Hungary', 'India', 'Ireland', 'Israel', 'Japan', 'Kazakhstan', 'Kyrgyzstan', 'Latvia', 'Lebanon', 'Lithuania', 'Luxembourg', 'Mexico', 'Montenegro', 'Netherlands', 'New Zealand', 'Poland', 'Portugal', 'Romania', 'Russia', 'Slovakia', 'Slovenia', 'Spain', 'South Korea', 'Turkey', 'Uganda', 'UK', 'Ukraine', 'USA', 'Uzbekistan', 'NATO']","['T1484.002', 'T1071.001', 'T1053.005', 'T1036', 'T1584.001', 'T1195.002', 'T1606.001', 'T1016.001', 'T1105', 'T1114.002', 'T1070.004', 'T1069', 'T1082', 'T1074.002', 'T1190', 'T1552.004', 'T1482', 'T1003.006', 'T1140', 'T1558.003', 'T1568', 'T1562.002', 'T1059.001', 'T1560.001', 'T1562.004', 'T1021.006', 'T1562.001', 'T1036.005', 'T1059.003', 'T1587.001', 'T1048.002', 'T1098.002', 'T1550.004', 'T1133', 'T1070.006', 'T1098.001', 'T1583.001', 'T1018', 'T1027', 'T1036.004', 'T1606.002', 'T1553.002', 'T1087', 'T1218.011', 'T1057', 'T1047', 'T1078', 'T1546.003', 'T1070', 'T1005', 'T1090.001', 'T1555', 'T1083', 'T1550']"
intrusion-set--dc5e2999-ca1a-47d4-8d12-a6984b138a1b,UNC2452,"['UNC2452', 'NOBELIUM', 'StellarParticle', 'Dark Halo']",2021-01-05,2021-05-04,93ba9804-335e-4782-855d-40af22b93201,"APT 29, Cozy Bear, The Dukes","['APT 29', 'Cozy Bear', 'The Dukes', 'Group 100', 'Yttrium', 'Iron Hemlock', 'Minidionis', 'CloudLook', 'ATK 7', 'ITG11', 'Grizzly Steppe', 'UNC2452', 'Dark Halo', 'SolarStorm', 'StellarParticle', 'Nobelium', 'Iron Ritual', 'Operation “Ghost”', 'Operation “Office monkeys”', 'Operation “StellarParticle”']",2008,RU,['Information theft and espionage'],Law enforcement,"['Australia', 'Azerbaijan', 'Belarus', 'Belgium', 'Brazil', 'Bulgaria', 'Canada', 'Chechnya', 'China', 'Cyprus', 'Czech', 'France', 'Georgia', 'Germany', 'Hungary', 'India', 'Ireland', 'Israel', 'Japan', 'Kazakhstan', 'Kyrgyzstan', 'Latvia', 'Lebanon', 'Lithuania', 'Luxembourg', 'Mexico', 'Montenegro', 'Netherlands', 'New Zealand', 'Poland', 'Portugal', 'Romania', 'Russia', 'Slovakia', 'Slovenia', 'Spain', 'South Korea', 'Turkey', 'Uganda', 'UK', 'Ukraine', 'USA', 'Uzbekistan', 'NATO']","['T1484.002', 'T1071.001', 'T1053.005', 'T1036', 'T1584.001', 'T1195.002', 'T1606.001', 'T1016.001', 'T1105', 'T1114.002', 'T1070.004', 'T1069', 'T1082', 'T1074.002', 'T1190', 'T1552.004', 'T1482', 'T1003.006', 'T1140', 'T1558.003', 'T1568', 'T1562.002', 'T1059.001', 'T1560.001', 'T1562.004', 'T1021.006', 'T1562.001', 'T1036.005', 'T1059.003', 'T1587.001', 'T1048.002', 'T1098.002', 'T1550.004', 'T1133', 'T1070.006', 'T1098.001', 'T1583.001', 'T1018', 'T1027', 'T1036.004', 'T1606.002', 'T1553.002', 'T1087', 'T1218.011', 'T1057', 'T1047', 'T1078', 'T1546.003', 'T1070', 'T1005', 'T1090.001', 'T1555', 'T1083', 'T1550']"
intrusion-set--dc5e2999-ca1a-47d4-8d12-a6984b138a1b,UNC2452,"['UNC2452', 'NOBELIUM', 'StellarParticle', 'Dark Halo']",2021-01-05,2021-05-04,93ba9804-335e-4782-855d-40af22b93201,"APT 29, Cozy Bear, The Dukes","['APT 29', 'Cozy Bear', 'The Dukes', 'Group 100', 'Yttrium', 'Iron Hemlock', 'Minidionis', 'CloudLook', 'ATK 7', 'ITG11', 'Grizzly Steppe', 'UNC2452', 'Dark Halo', 'SolarStorm', 'StellarParticle', 'Nobelium', 'Iron Ritual', 'Operation “Ghost”', 'Operation “Office monkeys”', 'Operation “StellarParticle”']",2008,RU,['Information theft and espionage'],Media,"['Australia', 'Azerbaijan', 'Belarus', 'Belgium', 'Brazil', 'Bulgaria', 'Canada', 'Chechnya', 'China', 'Cyprus', 'Czech', 'France', 'Georgia', 'Germany', 'Hungary', 'India', 'Ireland', 'Israel', 'Japan', 'Kazakhstan', 'Kyrgyzstan', 'Latvia', 'Lebanon', 'Lithuania', 'Luxembourg', 'Mexico', 'Montenegro', 'Netherlands', 'New Zealand', 'Poland', 'Portugal', 'Romania', 'Russia', 'Slovakia', 'Slovenia', 'Spain', 'South Korea', 'Turkey', 'Uganda', 'UK', 'Ukraine', 'USA', 'Uzbekistan', 'NATO']","['T1484.002', 'T1071.001', 'T1053.005', 'T1036', 'T1584.001', 'T1195.002', 'T1606.001', 'T1016.001', 'T1105', 'T1114.002', 'T1070.004', 'T1069', 'T1082', 'T1074.002', 'T1190', 'T1552.004', 'T1482', 'T1003.006', 'T1140', 'T1558.003', 'T1568', 'T1562.002', 'T1059.001', 'T1560.001', 'T1562.004', 'T1021.006', 'T1562.001', 'T1036.005', 'T1059.003', 'T1587.001', 'T1048.002', 'T1098.002', 'T1550.004', 'T1133', 'T1070.006', 'T1098.001', 'T1583.001', 'T1018', 'T1027', 'T1036.004', 'T1606.002', 'T1553.002', 'T1087', 'T1218.011', 'T1057', 'T1047', 'T1078', 'T1546.003', 'T1070', 'T1005', 'T1090.001', 'T1555', 'T1083', 'T1550']"
intrusion-set--dc5e2999-ca1a-47d4-8d12-a6984b138a1b,UNC2452,"['UNC2452', 'NOBELIUM', 'StellarParticle', 'Dark Halo']",2021-01-05,2021-05-04,93ba9804-335e-4782-855d-40af22b93201,"APT 29, Cozy Bear, The Dukes","['APT 29', 'Cozy Bear', 'The Dukes', 'Group 100', 'Yttrium', 'Iron Hemlock', 'Minidionis', 'CloudLook', 'ATK 7', 'ITG11', 'Grizzly Steppe', 'UNC2452', 'Dark Halo', 'SolarStorm', 'StellarParticle', 'Nobelium', 'Iron Ritual', 'Operation “Ghost”', 'Operation “Office monkeys”', 'Operation “StellarParticle”']",2008,RU,['Information theft and espionage'],NGOs,"['Australia', 'Azerbaijan', 'Belarus', 'Belgium', 'Brazil', 'Bulgaria', 'Canada', 'Chechnya', 'China', 'Cyprus', 'Czech', 'France', 'Georgia', 'Germany', 'Hungary', 'India', 'Ireland', 'Israel', 'Japan', 'Kazakhstan', 'Kyrgyzstan', 'Latvia', 'Lebanon', 'Lithuania', 'Luxembourg', 'Mexico', 'Montenegro', 'Netherlands', 'New Zealand', 'Poland', 'Portugal', 'Romania', 'Russia', 'Slovakia', 'Slovenia', 'Spain', 'South Korea', 'Turkey', 'Uganda', 'UK', 'Ukraine', 'USA', 'Uzbekistan', 'NATO']","['T1484.002', 'T1071.001', 'T1053.005', 'T1036', 'T1584.001', 'T1195.002', 'T1606.001', 'T1016.001', 'T1105', 'T1114.002', 'T1070.004', 'T1069', 'T1082', 'T1074.002', 'T1190', 'T1552.004', 'T1482', 'T1003.006', 'T1140', 'T1558.003', 'T1568', 'T1562.002', 'T1059.001', 'T1560.001', 'T1562.004', 'T1021.006', 'T1562.001', 'T1036.005', 'T1059.003', 'T1587.001', 'T1048.002', 'T1098.002', 'T1550.004', 'T1133', 'T1070.006', 'T1098.001', 'T1583.001', 'T1018', 'T1027', 'T1036.004', 'T1606.002', 'T1553.002', 'T1087', 'T1218.011', 'T1057', 'T1047', 'T1078', 'T1546.003', 'T1070', 'T1005', 'T1090.001', 'T1555', 'T1083', 'T1550']"
intrusion-set--dc5e2999-ca1a-47d4-8d12-a6984b138a1b,UNC2452,"['UNC2452', 'NOBELIUM', 'StellarParticle', 'Dark Halo']",2021-01-05,2021-05-04,93ba9804-335e-4782-855d-40af22b93201,"APT 29, Cozy Bear, The Dukes","['APT 29', 'Cozy Bear', 'The Dukes', 'Group 100', 'Yttrium', 'Iron Hemlock', 'Minidionis', 'CloudLook', 'ATK 7', 'ITG11', 'Grizzly Steppe', 'UNC2452', 'Dark Halo', 'SolarStorm', 'StellarParticle', 'Nobelium', 'Iron Ritual', 'Operation “Ghost”', 'Operation “Office monkeys”', 'Operation “StellarParticle”']",2008,RU,['Information theft and espionage'],Pharmaceutical,"['Australia', 'Azerbaijan', 'Belarus', 'Belgium', 'Brazil', 'Bulgaria', 'Canada', 'Chechnya', 'China', 'Cyprus', 'Czech', 'France', 'Georgia', 'Germany', 'Hungary', 'India', 'Ireland', 'Israel', 'Japan', 'Kazakhstan', 'Kyrgyzstan', 'Latvia', 'Lebanon', 'Lithuania', 'Luxembourg', 'Mexico', 'Montenegro', 'Netherlands', 'New Zealand', 'Poland', 'Portugal', 'Romania', 'Russia', 'Slovakia', 'Slovenia', 'Spain', 'South Korea', 'Turkey', 'Uganda', 'UK', 'Ukraine', 'USA', 'Uzbekistan', 'NATO']","['T1484.002', 'T1071.001', 'T1053.005', 'T1036', 'T1584.001', 'T1195.002', 'T1606.001', 'T1016.001', 'T1105', 'T1114.002', 'T1070.004', 'T1069', 'T1082', 'T1074.002', 'T1190', 'T1552.004', 'T1482', 'T1003.006', 'T1140', 'T1558.003', 'T1568', 'T1562.002', 'T1059.001', 'T1560.001', 'T1562.004', 'T1021.006', 'T1562.001', 'T1036.005', 'T1059.003', 'T1587.001', 'T1048.002', 'T1098.002', 'T1550.004', 'T1133', 'T1070.006', 'T1098.001', 'T1583.001', 'T1018', 'T1027', 'T1036.004', 'T1606.002', 'T1553.002', 'T1087', 'T1218.011', 'T1057', 'T1047', 'T1078', 'T1546.003', 'T1070', 'T1005', 'T1090.001', 'T1555', 'T1083', 'T1550']"
intrusion-set--dc5e2999-ca1a-47d4-8d12-a6984b138a1b,UNC2452,"['UNC2452', 'NOBELIUM', 'StellarParticle', 'Dark Halo']",2021-01-05,2021-05-04,93ba9804-335e-4782-855d-40af22b93201,"APT 29, Cozy Bear, The Dukes","['APT 29', 'Cozy Bear', 'The Dukes', 'Group 100', 'Yttrium', 'Iron Hemlock', 'Minidionis', 'CloudLook', 'ATK 7', 'ITG11', 'Grizzly Steppe', 'UNC2452', 'Dark Halo', 'SolarStorm', 'StellarParticle', 'Nobelium', 'Iron Ritual', 'Operation “Ghost”', 'Operation “Office monkeys”', 'Operation “StellarParticle”']",2008,RU,['Information theft and espionage'],Telecommunications,"['Australia', 'Azerbaijan', 'Belarus', 'Belgium', 'Brazil', 'Bulgaria', 'Canada', 'Chechnya', 'China', 'Cyprus', 'Czech', 'France', 'Georgia', 'Germany', 'Hungary', 'India', 'Ireland', 'Israel', 'Japan', 'Kazakhstan', 'Kyrgyzstan', 'Latvia', 'Lebanon', 'Lithuania', 'Luxembourg', 'Mexico', 'Montenegro', 'Netherlands', 'New Zealand', 'Poland', 'Portugal', 'Romania', 'Russia', 'Slovakia', 'Slovenia', 'Spain', 'South Korea', 'Turkey', 'Uganda', 'UK', 'Ukraine', 'USA', 'Uzbekistan', 'NATO']","['T1484.002', 'T1071.001', 'T1053.005', 'T1036', 'T1584.001', 'T1195.002', 'T1606.001', 'T1016.001', 'T1105', 'T1114.002', 'T1070.004', 'T1069', 'T1082', 'T1074.002', 'T1190', 'T1552.004', 'T1482', 'T1003.006', 'T1140', 'T1558.003', 'T1568', 'T1562.002', 'T1059.001', 'T1560.001', 'T1562.004', 'T1021.006', 'T1562.001', 'T1036.005', 'T1059.003', 'T1587.001', 'T1048.002', 'T1098.002', 'T1550.004', 'T1133', 'T1070.006', 'T1098.001', 'T1583.001', 'T1018', 'T1027', 'T1036.004', 'T1606.002', 'T1553.002', 'T1087', 'T1218.011', 'T1057', 'T1047', 'T1078', 'T1546.003', 'T1070', 'T1005', 'T1090.001', 'T1555', 'T1083', 'T1550']"
intrusion-set--dc5e2999-ca1a-47d4-8d12-a6984b138a1b,UNC2452,"['UNC2452', 'NOBELIUM', 'StellarParticle', 'Dark Halo']",2021-01-05,2021-05-04,93ba9804-335e-4782-855d-40af22b93201,"APT 29, Cozy Bear, The Dukes","['APT 29', 'Cozy Bear', 'The Dukes', 'Group 100', 'Yttrium', 'Iron Hemlock', 'Minidionis', 'CloudLook', 'ATK 7', 'ITG11', 'Grizzly Steppe', 'UNC2452', 'Dark Halo', 'SolarStorm', 'StellarParticle', 'Nobelium', 'Iron Ritual', 'Operation “Ghost”', 'Operation “Office monkeys”', 'Operation “StellarParticle”']",2008,RU,['Information theft and espionage'],Transportation,"['Australia', 'Azerbaijan', 'Belarus', 'Belgium', 'Brazil', 'Bulgaria', 'Canada', 'Chechnya', 'China', 'Cyprus', 'Czech', 'France', 'Georgia', 'Germany', 'Hungary', 'India', 'Ireland', 'Israel', 'Japan', 'Kazakhstan', 'Kyrgyzstan', 'Latvia', 'Lebanon', 'Lithuania', 'Luxembourg', 'Mexico', 'Montenegro', 'Netherlands', 'New Zealand', 'Poland', 'Portugal', 'Romania', 'Russia', 'Slovakia', 'Slovenia', 'Spain', 'South Korea', 'Turkey', 'Uganda', 'UK', 'Ukraine', 'USA', 'Uzbekistan', 'NATO']","['T1484.002', 'T1071.001', 'T1053.005', 'T1036', 'T1584.001', 'T1195.002', 'T1606.001', 'T1016.001', 'T1105', 'T1114.002', 'T1070.004', 'T1069', 'T1082', 'T1074.002', 'T1190', 'T1552.004', 'T1482', 'T1003.006', 'T1140', 'T1558.003', 'T1568', 'T1562.002', 'T1059.001', 'T1560.001', 'T1562.004', 'T1021.006', 'T1562.001', 'T1036.005', 'T1059.003', 'T1587.001', 'T1048.002', 'T1098.002', 'T1550.004', 'T1133', 'T1070.006', 'T1098.001', 'T1583.001', 'T1018', 'T1027', 'T1036.004', 'T1606.002', 'T1553.002', 'T1087', 'T1218.011', 'T1057', 'T1047', 'T1078', 'T1546.003', 'T1070', 'T1005', 'T1090.001', 'T1555', 'T1083', 'T1550']"
intrusion-set--dc5e2999-ca1a-47d4-8d12-a6984b138a1b,UNC2452,"['UNC2452', 'NOBELIUM', 'StellarParticle', 'Dark Halo']",2021-01-05,2021-05-04,93ba9804-335e-4782-855d-40af22b93201,"APT 29, Cozy Bear, The Dukes","['APT 29', 'Cozy Bear', 'The Dukes', 'Group 100', 'Yttrium', 'Iron Hemlock', 'Minidionis', 'CloudLook', 'ATK 7', 'ITG11', 'Grizzly Steppe', 'UNC2452', 'Dark Halo', 'SolarStorm', 'StellarParticle', 'Nobelium', 'Iron Ritual', 'Operation “Ghost”', 'Operation “Office monkeys”', 'Operation “StellarParticle”']",2008,RU,['Information theft and espionage'],Think Tanks,"['Australia', 'Azerbaijan', 'Belarus', 'Belgium', 'Brazil', 'Bulgaria', 'Canada', 'Chechnya', 'China', 'Cyprus', 'Czech', 'France', 'Georgia', 'Germany', 'Hungary', 'India', 'Ireland', 'Israel', 'Japan', 'Kazakhstan', 'Kyrgyzstan', 'Latvia', 'Lebanon', 'Lithuania', 'Luxembourg', 'Mexico', 'Montenegro', 'Netherlands', 'New Zealand', 'Poland', 'Portugal', 'Romania', 'Russia', 'Slovakia', 'Slovenia', 'Spain', 'South Korea', 'Turkey', 'Uganda', 'UK', 'Ukraine', 'USA', 'Uzbekistan', 'NATO']","['T1484.002', 'T1071.001', 'T1053.005', 'T1036', 'T1584.001', 'T1195.002', 'T1606.001', 'T1016.001', 'T1105', 'T1114.002', 'T1070.004', 'T1069', 'T1082', 'T1074.002', 'T1190', 'T1552.004', 'T1482', 'T1003.006', 'T1140', 'T1558.003', 'T1568', 'T1562.002', 'T1059.001', 'T1560.001', 'T1562.004', 'T1021.006', 'T1562.001', 'T1036.005', 'T1059.003', 'T1587.001', 'T1048.002', 'T1098.002', 'T1550.004', 'T1133', 'T1070.006', 'T1098.001', 'T1583.001', 'T1018', 'T1027', 'T1036.004', 'T1606.002', 'T1553.002', 'T1087', 'T1218.011', 'T1057', 'T1047', 'T1078', 'T1546.003', 'T1070', 'T1005', 'T1090.001', 'T1555', 'T1083', 'T1550']"
